pk_localidade;cd_cep;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
235;32675814;RUA PASSA TEMPO;900;VILA CRISTINA;BETIM;MG;-19,9358127;-44,1319162
236;68220000;AVENIDA PRESIDENTE VARGAS;SN;CENTRO;MONTE ALEGRE;PA;-2,0100473;-54,0744222
237;60182125;AVENIDA DIOGUINHO;3100;VICENTE PINZON;FORTALEZA;CE;-3,7439577;-38,4522807
238;69900000;FST ESTRADA AC;1;TRIANGULO;RIO BRANCO;AC;-9,9817384;-67,8071565
239;85806390;RUA MARECHAL DEODORO DA FONSECA;3045;CENTRO;CASCAVEL;PR;-24,9577771;-53,4595112
240;99400000;AVENIDA ERNESTO DORNELES;124;PARAISO;ESPUMOSO;RS;-28,7245183;-52,8444231
241;74980050;RUA 11 DE MAIO COM RUA JOAO BATISTA DE TOLEDO;SN;SETOR CENTRAL;APARECIDA DE GOIANIA;GO;-16,8200478;-49,2454728
242;67000000;RODOVIA BR 316;4800;GUANABARA;ANANINDEUA;PA;-1,3813092;-48,3997464
243;13660000;RUA JOSE MANOEL DA SILVA;725;LAGOA SERENA;PORTO FERREIRA;SP;-21,8421051;-47,4710798
244;40717120;RUA CHILE;23;PLATAFORMA;SALVADOR;BA;-12,9763926;-38,5140229
245;24020083;RUA DA CONCEICAO;212;CENTRO;NITEROI;RJ;-22,8943793;-43,1184375
246;80220181;RUA CHILE;2241;REBOUCAS;CURITIBA;PR;-25,4527084;-49,2702504
247;78110798;RUA ULISSES POMPEU CAMPOS;2838;CENTRO;VARZEA GRANDE;MT;-15,6451012;-56,1389042
248;55010360;PROLONGAMENTO BAHIA;508;DIVINOPOLIS;CARUARU;PE;-8,2849639;-35,9701874
249;69345000;RUA SUAPI;SN;CENTRO;PACARAIMA;RR;4,4170118;-61,1407756
250;69065001;AVENIDA CARVALHO LEAL;1530;CACHOEIRINHA;MANAUS;AM;-3,1219784;-60,0057351
251;30670565;RUA GUAJAJARAS;153;CENTRO;BELO HORIZONTE;MG;-19,9265439;-43,93512
252;47806180;AVENIDA AYLON MACEDO;1736;BOA VISTA;BARREIRAS;BA;-12,1477483;-44,9953475
253;01489900;AVENIDA BRIG FARIA LIMA;1191;JARDIM PAULISTANO;SAO PAULO;SP;-23,5680311;-46,6924098
254;35410000;RUA VIGARIO AFONSO;2;CACHOEIRA DO CAMPO;OURO PRETO;MG;-20,3855743;-43,5035777
255;30190002;AVENIDA AUGUSTO DE LIMA;1674;BARRO PRETO;BELO HORIZONTE;MG;-19,9208995;-43,9521852
256;01138000;RUA JAMES HOLLAND;575;BARRA FUNDA;SAO PAULO;SP;-23,5222372;-46,65637
257;66000000;RUA DOS MUNDURUCUS;4830;GUAMA;BELEM;PA;-1,4570683;-48,4625161
258;39705000;RUA DURVAL PIMENTA;407;CENTRO;SAO JOAO EVANGELISTA;MG;-18,5484025;-42,7678347
259;30692320;RUA MAIRIPORA;59;ITAIPU BARREIRO;BELO HORIZONTE;MG;-19,9917619;-44,0552379
260;49069210;TRAVESSA SAO PEDRO I;22;PORTO D ANTAS;ARACAJU;SE;-10,9118286;-37,0590622
261;09080140;AVENIDA PADRE MANUEL DA NOBREGA;424;JARDIM;SANTO ANDRE;SP;-23,6520076;-46,5352067
262;08562020;RUA DEPUTADO GUARACY SILVEIRA;139;CENTRO;POA;SP;-23,5282529;-46,3469046
263;99200000;RUA MANOEL FRANCISCO GUERREIRO;1236;CENTRO;GUAPORE;RS;-28,8468803;-51,8907382
264;06455000;ALAMEDA ARAGUAIA;933;ALPHAVILLE INDUSTRIAL;BARUERI;SP;-23,4978376;-46,8520958
265;95115550;RODOVIA RS 122;SN;FORQUETA;CAXIAS DO SUL;RS;-29,1501806;-51,2348857
266;17800000;RUA GENERAL ISIDORO;510;CENTRO;ADAMANTINA;SP;-21,691496;-51,0745651
267;68633000;RUA CEARA;2010;CENTRO;DOM ELISEU;PA;-4,2966107;-47,5566082
268;29390000;RUA ESPIRITO SANTO;52;QUILOMBO;IUNA;ES;-20,3517276;-41,5300589
269;14740000;RUA SILVEIRAS;776;CENTRO;VIRADOURO;SP;-20,8676227;-48,2952036
270;16250000;RUA BRASILIA;10;CENTRO;CLEMENTINA;SP;-21,5640906;-50,4493727
271;28230000;RUA SAO JORGE;49;SANTA CLARA;SAO FRANCISCO DE ITABAPOANA;RJ;-21,4706831;-41,1095274
272;18900000;AVENIDA ANGELO CARNAVALE;332;ESTACAO;SANTA CRUZ DO RIO PARDO;SP;-22,9076864;-49,6175647
273;65901590;RUA MARANHAO;316;CENTRO;IMPERATRIZ;MA;-5,5265055;-47,4818276
274;20921260;RUA DOUTOR ALEXANDRE PLEMONT;23;SAO CRISTOVAO;RIO DE JANEIRO;RJ;-22,8873917;-43,2274279
275;04144060;RUA SAO SEBASTIAO;576;VILA DA SAUDE;SAO PAULO;SP;-23,6307357;-46,6928993
276;04764000;AVENIDA DE PINEDO;519;SOCORRO;SAO PAULO;SP;-23,669781;-46,7144211
277;60000000;RUA ALMIRANTE RUFINO;736;MONTESE;FORTALEZA;CE;-3,7668561;-38,5361439
278;95043210;RUA DOUTOR CEZARE ARDIZZONI;156;NOSSA SENHORA DE FATIMA;CAXIAS DO SUL;RS;-29,1634031;-51,1796683
279;55720000;AVENIDA MEIRA VASCONCELOS;150;CENTRO;JOAO ALFREDO;PE;-7,8624387;-35,5907807
280;30190001;AVENIDA AUGUSTO DE LIMA;744;CENTRO;BELO HORIZONTE;MG;-19,922907;-43,9430718
281;86060330;RUA REBOUCAS;484;;LONDRINA;PR;-23,3059051;-51,1778554
282;19990000;RUA JOAO FLORENCIO;635;VILA NOVA;PLATINA;SP;-22,6378698;-50,1994846
283;45930000;RUA JORGE BORGE JAHEL;SN;ITABATAN;MUCURI;BA;-18,0833977;-39,5499731
284;37800000;RUA JOAO IRIA NOGUEIRA;38;VIL A SANTO ANTONIO;GUAXUPE;MG;-21,3149956;-46,7077546
285;68790000;AVENIDA PEDRO CONSTANTINO;1212;CENTRO;SANTA ISABEL DO PARA;PA;-1,2963165;-48,164195
286;49060010;RUA I;130;JARDIM CENTENARIO;ARACAJU;SE;-10,9061134;-37,0933979
287;69053080;AVENIDA JOAO VALERIO;148;NOSSA SRA DAS GRACAS;MANAUS;AM;-3,1067361;-60,024834
288;60762835;RUA SAO FIDELIS;565;PARQUE SANTA ROSA;FORTALEZA;CE;-3,7318616;-38,5266704
289;13187067;RODOVIA SP 101;;JARDIM SAO PEDRO;HORTOLANDIA;SP;-22,8577372;-47,220259
290;71060260;QE 26;SN;GUARA II;BRASILIA;DF;-15,801519;-47,860297
291;70310500;SOLDADO SUL;;ASA SUL;BRASILIA;DF;-15,7942287;-47,8821658
292;95074140;RUA CAPRICORNIO;414;CRUZEIRO;CAXIAS DO SUL;RS;-29,1714099;-51,1432312
293;69850000;RODOVIA BR 317;SN;PLATO DO PIQUIA;BOCA DO ACRE;AM;-8,7406895;-67,3840816
294;59380000;RUA PADRE ANCHIETA;215;CENTRO;CURRAIS NOVOS;RN;-6,2581295;-36,5179946
295;13420835;AVENIDA DOIS CORREGOS;1670;DOIS CORREGOS;PIRACICABA;SP;-22,7425752;-47,6148314
296;89874000;AVENIDA PADRE ANTONIO;1025;CENTRO;MARAVILHA;SC;-26,7713085;-53,1838481
297;77320000;AVENIDA 12;SN;SETOR NORTE A;TAGUATINGA;TO;-12,4060068;-46,4340888
298;40301155;RUA 14 DE MARCO;30;URUGUAI;SALVADOR;BA;-12,9244366;-38,4380919
299;28010260;AVENIDA TREZE DE MAIO;110;CENTRO;CAMPOS DOS GOYTACAZES;RJ;-21,760096;-41,3238991
300;58075310;RUA PROFESSORA ODETE DA SILVEIRA;34;ERNESTO GEISEL;JOAO PESSOA;PB;-7,1782573;-34,8688863
301;45345000;RUA GOMES PITA;40;CENTRO;JAGUAQUARA;BA;-13,5284902;-39,9686376
302;08574020;AVENIDA ITALO ADAMI;549;VILA URSULINA;ITAQUAQUECETUBA;SP;-23,4851538;-46,3499122
303;89280000;RUA FRANCISCO PAULI;744;OXFORD;SAO BENTO DO SUL;SC;-26,2192261;-49,408332
304;74515040;RUA JARAGUA;804;CAMPINAS;GOIANIA;GO;-16,6741294;-49,2947533
305;13208360;AVENIDA DOUTOR PAULO MOUTRAM;592;JARDIM PAULISTA I;JUNDIAI;SP;-23,2031339;-46,8959159
306;60000000;RUA DESEMBARGADOR FELIX CANDIDO;1372;JOQUEI CLUBE;FORTALEZA;CE;-3,7763842;-38,5814312
307;13280000;AVENIDA SAUDADE;37;JARDIM EMILIA;VINHEDO;SP;-23,0283263;-46,9793687
308;32400000;AVENIDA PRESIDENTE TANCREDO NEVES;786;PALMARES SECAO 1;IBIRITE;MG;-19,9919419;-44,0684354
309;39300971;RUA PRINCIPAL;SN;CENTRO;SAO FRANCISCO;MG;-15,9675851;-44,8537452
310;89638000;MARGENS BR;282;;VARGEM;SC;-27,4858566;-50,9497647
311;62815000;RUA ENOQUE MARTINS;243;CENTRO;FORTIM;CE;-4,4618868;-37,8019375
312;57120000;RUA ALMIRANTE TAMANDARE;51;CENTRO;SATUBA;AL;-9,5723058;-35,8241769
313;45570000;RUA WWADOMIRO SANTOS;71;CENTRO;IPIAU;BA;-14,1406512;-39,7335813
314;55280000;RUA JORGE DE A NEIVA;2;CENTRO;PEDRA;PE;-8,4972597;-36,9412177
315;78275000;AVENIDA DOS IMIGRANTES;352;CENTRO;RIO BRANCO;MT;-15,2417427;-58,117242
316;04082000;AVENIDA IRAI;143;INDIANOPOLIS;SAO PAULO;SP;-23,6088864;-46,6651678
317;89239200;RUA CONSELHEIRO PEDREIRA;624;CENTRO PIRABEIRABA;JOINVILLE;SC;-26,2042337;-48,9074522
318;06429140;AVENIDA MIRIM;56;RESIDENCIAL DAS ESTRELAS;BARUERI;SP;-23,4906051;-46,955992
319;90660110;RUA CALDRE E FIAO;479;SANTO ANTONIO;PORTO ALEGRE;RS;-30,0648263;-51,2014093
320;15560000;RUA NATALE PAZIN;333;CENTRO;PONTES GESTAL;SP;-20,1829708;-49,7025847
321;73840000;RUA PADRE LUZ MATOS;SN;BEM BOM;CAMPOS BELOS;GO;-13,017997;-46,7091767
322;13690970;RUA JOSE BONIFACIO;723;CENTRO;DESCALVADO;SP;-21,903897;-47,6207556
323;47750000;RUA LAUDELINO XAVIER;SN;CENTRO;BREJOLANDIA;BA;-12,4846233;-43,9614341
324;20551230;RUA SENADOR NABUCO;261;VILA ISABEL;RIO DE JANEIRO;RJ;-22,9138674;-43,2569018
325;96843222;RUA ARISTIDES FREITAS;266;PEDREIRA;SANTA CRUZ DO SUL;RS;-29,7397731;-52,4466415
326;06180110;RUA JEQUIE;217;VILA QUITAUNA;OSASCO;SP;-23,5270543;-46,811011
327;13573284;RUA EUGENIO ANDRADE EGAS;201;TIJUCO PRETO;SAO CARLOS;SP;-21,998908;-47,8864072
328;04364030;RUA DAS FLECHAS;99;JARDIM PRUDENCIA;SAO PAULO;SP;-23,6467325;-46,6723679
329;68908188;AVENIDA NACOES UNIDAS;697;JULIAO RAMOS;MACAPA;AP;0,046523;-51,0562353
330;38780000;AVENIDA CASTELO BRANCO;80;INDEPENDENCIA;VAZANTE;MG;-17,9923011;-46,904767
331;17290000;AVENIDA BRASIL;3;VILA NOVA;MACATUBA;SP;-22,518768;-48,7175509
332;97573590;RUA BARAO DO TRIUNFO;326;CENTRO;SANTANA DO LIVRAMENTO;RS;-30,8848644;-55,5350015
333;07600000;RUA CLAUDINO A BICUDO;508A;VILA MACHADO;MAIRIPORA;SP;-23,3183726;-46,5872221
334;86410000;RUA DOUTOR JOAO PESSOA;258;;RIBEIRAO CLARO;PR;-23,1988055;-49,7601744
335;31250350;RUA ALVARO MATA;471;ERMELINDA;BELO HORIZONTE;MG;-19,8852017;-43,9582726
336;01000000;RUA DA MOOCA;4;MOOCA;SAO PAULO;SP;-23,5533467;-46,6252526
337;37550000;RUA CORONEL JOSE INACIO;12;CENTRO;POUSO ALEGRE;MG;-22,2319862;-45,938364
338;05016000;AVENIDA SUMARE;2022;PERDIZES;SAO PAULO;SP;-23,5444787;-46,6767161
339;65930000;AVENIDA DESEMBARGADOR T CALDAS;22;CENTRO;ACAILANDIA;MA;-4,9531152;-47,5030981
340;15990510;AVENIDA 15 DE NOVEMBRO;561;CENTRO;MATAO;SP;-21,6055906;-48,3667425
341;29295000;RUA ZONA RURAL;SN;SAO JOSE DE FRUTEIRAS;VARGEM ALTA;ES;-20,674002;-41,0098203
342;03150020;RUA MARIA DAFFRE;338;QUINTA DA PAINEIRA;SAO PAULO;SP;-23,5848899;-46,5882784
343;58900000;RUA GREGORIO BEZERA;66;SANTA CECILIA;CAJAZEIRAS;PB;-6,8908356;-38,5505328
344;38401730;RUA JOAOQUIM ELIAS RODRIGUES;247;ACLIMACAO;UBERLANDIA;MG;-18,8802196;-48,2301323
345;13604181;RUA AUGUSTO METZKER;71;PARQUE DAS ARVORES;ARARAS;SP;-22,3298319;-47,3852745
346;99900000;RODOVIA KM O G VARGAS SANANDUVA;SN;;GETULIO VARGAS;RS;-27,8884044;-52,2258411
347;76873270;AVENIDA CANAA;2955;SETOR 2;ARIQUEMES;RO;-9,9134356;-63,0391181
348;65000000;RUA OSCAR GALVAO;70;CENTRO;SAO LUIS;MA;-2,5259701;-44,2990276
349;37550000;RUA JOSE PINTO DE CARVALHO;68;SAUDE;POUSO ALEGRE;MG;-22,2287262;-45,9407956
350;26262020;AVENIDA ABILIO AUGUSTO TAVORA;311;CENTRO;NOVA IGUACU;RJ;-22,7612594;-43,4573934
351;68600000;AVENIDA CONEGO CLEMENTINO;464;VILA SINHA;BRAGANCA;PA;-1,0538572;-46,7695002
352;74255971;RUA C 208;;JARDIM AMERICA;GOIANIA;GO;-16,6637483;-49,2370143
353;40301155;LADEIRA PARA;5;STO ANTONIO;SALVADOR;BA;-12,9389715;-38,4902375
354;60325004;AVENIDA BEZERRA DE MENEZES;2071;SAO GERARDO;FORTALEZA;CE;-3,7357108;-38,5627572
355;88117405;RUA JOSE VICTOR DA ROSA;350;BARREIROS;SAO JOSE;SC;-27,5748105;-48,6077162
356;23013710;RUA ALFREDO MARIANO;86;CAMPO GRANDE;RIO DE JANEIRO;RJ;-22,9021661;-43,5492139
357;97574320;AVENIDA PRESIDENTE JOAO GOULART;1960;CENTRO;SANTANA DO LIVRAMENTO;RS;-30,8832947;-55,521889
358;76470000;AVENIDA MINISTRO ALFREDO NASSER;1299;SETOR CENTRAL;FORMOSO;GO;-13,6460599;-48,8871388
359;26262020;ESTRADA QUEBRA CANGALHA;15;VALE DO IPE;NOVA IGUACU;RJ;-22,7561319;-43,4607419
360;79009790;AVENIDA TAMANDARE;476;VILA PLANALTO;CAMPO GRANDE;MS;-20,4563336;-54,633723
361;62760000;PRACA FORTALEZA;153;POTIU;BATURITE;CE;-4,3325997;-38,8773164
362;57020125;LAD DA CATEDRAL;78;CENTRO;MACEIO;AL;-9,6498487;-35,7089492
363;55870000;AVENIDA BORBA;512;;TIMBAUBA;PE;-7,5031034;-35,3140161
364;90010140;RUA URUGUAI;155;CENTRO HISTORICO;PORTO ALEGRE;RS;-30,0281105;-51,2290404
365;02565000;RUA BARTOLOMEU BERMEJO;119;CASA VERDE ALTA;SAO PAULO;SP;-23,4872909;-46,6658269
366;54325000;AVENIDA BARRETO DE MENEZES;944;GUARARAPES;JABOATAO DOS GUARARAPES;PE;-8,1565156;-34,9359752
367;85670000;AVENIDA NICOLAU INACIO;1115;CENTRO;SALTO DO LONTRA;PR;-25,7830015;-53,3084703
368;11013310;PRACA IGUATEMI MARTINS;17;VILA NOVA;SANTOS;SP;-23,9395184;-46,3161031
369;88702260;RUA SILVIO CARGNIN;104;OFICINAS;TUBARAO;SC;-28,486609;-49,0271399
370;36045490;RUA SANTA TEREZINHA;80;SANTA TEREZINHA;JUIZ DE FORA;MG;-21,7396527;-43,3638287
371;93265300;AVENIDA ERICO VERISSIMO;265;LIBERDADE;ESTEIO;RS;-29,8579259;-51,1657538
372;15160000;RUA LUIZ MASSULINI;204;CENTRO;POLONI;SP;-20,7703838;-49,8342534
373;13311010;ESTRADA DO JACCU RECANTO SANTO ANTONIO;SN;DOS CARVALHOS;ITU;SP;-23,2639728;-47,2997085
374;29300190;RUA CAPITAO DESLANDES;24;CENTRO;CACHOEIRO DE ITAPEMIRIM;ES;-20,8480693;-41,1157934
375;91010002;AVENIDA ASSIS BRASIL;2366;CRISTO REDENTOR;PORTO ALEGRE;RS;-30,0111282;-51,1638087
376;88070100;RUA SANTOS SARAIVA;1643;ESTREITO;FLORIANOPOLIS;SC;-27,5980982;-48,587083
377;87355000;RODOVIA BR 369;SN;;JURANDA;PR;-24,4166809;-52,8482452
378;49690000;AVENIDA MANOEL ELYGIO DA MOTA;769;CENTRO;MONTE ALEGRE DE SERGIPE;SE;-10,0279467;-37,5634902
379;88950000;RUA DOUTOR NEREU RAMOS;209;CENTRO;JACINTO MACHADO;SC;-28,9990213;-49,7633544
380;04652035;RUA OLIVALDO VILA NOVA;154;JARDIM CIDALIA;SAO PAULO;SP;-23,6611857;-46,6681255
381;20771001;AVENIDA DOM HELDER CAMARA;5555;PILARES;RIO DE JANEIRO;RJ;-22,8879472;-43,2850869
382;34585570;RUA CARVALHO DE BRITO;138;VILA EUGENIO ROSSI;SABARA;MG;-19,8830229;-43,8584221
383;13216570;RUA RIO DE JANEIRO;450;JARDIM TARUMA;JUNDIAI;SP;-23,166804;-46,8697149
384;97700000;RUA FLORES DA CUNHA;1670;CENTRO;SANTIAGO;RS;-29,1882502;-54,8603003
385;75133590;VP;6;LAPA;ANAPOLIS;GO;-16,4065258;-48,9324581
386;33400000;RUA CECILIA DOLABELA;157;CENTRO;LAGOA SANTA;MG;-19,6279246;-43,8907902
387;75260000;RUA EUZEBIO DE OLIVEIRA;179;CENTRO;VIANOPOLIS;GO;-16,7442635;-48,5175749
388;78700110;AVENIDA MARECHAL DUTRA;;CENTRO;RONDONOPOLIS;MT;-16,467426;-54,629643
389;72120080;QND;SN;TAGUATINGA NORTE;BRASILIA;DF;-15,8144767;-48,0636325
390;49790000;RUA MARECHAL DEODORO;439;CENTRO;AQUIDABA;SE;-10,2781822;-37,0160946
391;74976090;RUA BRASILIA;9;JARDIM BELO HORIZONTE;APARECIDA DE GOIANIA;GO;-16,8241719;-49,2476864
392;19010270;AVENIDA MANOEL GOULART;1735;VILA NOVA;PRESIDENTE PRUDENTE;SP;-22,1200689;-51,4004146
393;03192140;RUA SANCHES DE AGUIAR;258;VILA ORATORIO;SAO PAULO;SP;-23,571643;-46,5716077
394;89295000;RODOVIA BR 280;55;CENTRO;RIO NEGRINHO;SC;-26,245451;-49,5212063
395;89870970;RUA JOAO PESSOA;2279;CENTRO;PINHALZINHO;SC;-26,8507788;-52,985974
396;83070020;RUA ANTONIO NUNES DA ROCHA RIOS;324;RIO PEQUENO;SAO JOSE DOS PINHAIS;PR;-25,5345066;-49,1395337
397;70318900;SCS;1010;BRASILIA;BRASILIA;DF;-15,7961627;-47,8881119
398;86170970;RUA DOUTOR VACYR GONCALVES PEREIRA;257;CENTRO;SERTANOPOLIS;PR;-23,0594241;-51,0389522
399;58400245;RUA JOAO DA MATA;437;CENTRO;CAMPINA GRANDE;PB;-7,2215007;-35,8788952
400;37564000;AVENIDA MAGALHAES PINTO;30;CENTRO;BORDA DA MATA;MG;-22,2644172;-46,1652629
401;29070150;AVENIDA PRESIDENTE COSTA E SILVA;880;REPUBLICA;VITORIA;ES;-20,2703126;-40,2921005
402;36680000;RUA CAPITAO FERREIRA CAMPOS;81;CENTRO;SAO JOAO NEPOMUCENO;MG;-21,5337182;-43,0106726
403;24900000;RODOVIA AMARAL PEIXOTO;SN;INOA;MARICA;RJ;-22,9240872;-42,8623481
404;85851120;RUA MARECHAL FLORIANO;2206;CENTRO;FOZ DO IGUACU;PR;-25,5347321;-54,5827164
405;29360000;RUA VEREADOR ANISIO NOVAES;279;INDEPENDENCIA;CASTELO;ES;-20,5986491;-41,2067666
406;85508160;RUA PRINCESA ISABEL;1193;ALVORADA;PATO BRANCO;PR;-26,2648328;-52,6801281
407;20051011;RUA DA CONCEICAO;116;CENTRO;RIO DE JANEIRO;RJ;-22,9017609;-43,1834626
408;69945000;ESTRADA KM;115;ZONA RURAL;ACRELANDIA;AC;-10,0764608;-67,0586512
409;01429001;RUA DOUTOR JOAO PINHEIRO;475;JARDIM PAULISTA;SAO PAULO;SP;-23,5756424;-46,664062
410;13280000;RUA MINAS GERAIS;36;JARDIM BRASIL;VINHEDO;SP;-23,034946;-46,9835904
411;11010120;RUA GENERAL CAMARA;46;CENTRO;SANTOS;SP;-23,9341448;-46,328067
412;74580380;ALAMEDA COUTO MAGALHAES;750;SETOR PEDRO LUDOVICO;GOIANIA;GO;-16,7123288;-49,258474
413;90450000;RUA ANITA GARIBALDI;1122;MONT SERRAT;PORTO ALEGRE;RS;-30,0262303;-51,1845243
414;20021330;TRAVESSA SANTA LUZIA;206;CENTRO;RIO DE JANEIRO;RJ;-22,9075369;-43,1711676
415;14801250;AVENIDA PADRE FRANC COLTURATO;937;SAO GERALDO;ARARAQUARA;SP;-21,7921572;-48,2069988
416;20230015;RUA RIACHUELO;278;CENTRO;RIO DE JANEIRO;RJ;-22,9139969;-43,1898865
417;72220060;EQNN 4 BLOCO B;SN;CEILANDIA SUL;BRASILIA;DF;-15,801519;-47,860297
418;30640010;AVENIDA OLINTO MEIRELES;180;BARREIRO;BELO HORIZONTE;MG;-19,9730724;-44,0142256
419;44255000;RUA TEODORO PINHEIRO;43;CENTRO;IRARA;BA;-12,043377;-38,7673354
420;29055642;AVENIDA RIO BRANCO;1284;PRAIA DO CANTO;VITORIA;ES;-20,2979018;-40,295873
421;55004001;TRAVESSA DOS GUARARAPES;80;NOSSA SENHORA DAS DORES;CARUARU;PE;-8,2874627;-35,9679274
422;58400038;RUA IREMAR VILARIM;258;CENTRO;CAMPINA GRANDE;PB;-7,2155077;-35,8879058
423;22783117;ESTRADA DOS BANDEIRANTES;2627;JACAREPAGUA;RIO DE JANEIRO;RJ;-22,9474652;-43,371905
424;36087020;AVENIDA DOUTOR BEZERRA DE MENEZES;990;NOVA ERA;JUIZ DE FORA;MG;-21,7076334;-43,4176709
425;19700000;AVENIDA BRASIL;538;CENTRO;PARAGUACU PAULISTA;SP;-22,414876;-50,5735855
426;01249000;RUA CASSIO MARTINS VILACA;31;PACAEMBU;SAO PAULO;SP;-23,5468802;-46,6694537
427;27273450;RUA B;56;AGUA LIMPA;VOLTA REDONDA;RJ;-22,4880671;-44,0806669
428;87560000;ESTRADA URU;SN;;IPORA;PR;-24,0022976;-53,7085632
429;14740000;RUA GABRIEL CUSTODIO;955;;VIRADOURO;SP;-20,8721162;-48,295381
430;81570000;AVENIDA SENADOR SALGADO FILHO;4170;UBERABA;CURITIBA;PR;-25,4791366;-49,2254907
431;05019010;AVENIDA PROFESSOR ALFONSO BOVERO;800;PERDIZES;SAO PAULO;SP;-23,5389762;-46,6835292
432;44380000;AVENIDA ALBERTO PASSOS;32;CENTRO;CRUZ DAS ALMAS;BA;-12,6715911;-39,1040352
433;37240000;PRACA DOS EXPEDICIONARIOS;167;CENTRO;LUMINARIAS;MG;-21,5107696;-44,9041132
434;70000000;LOCALIDADE AREA ESP;20;GAMA;BRASILIA;DF;-15,7942287;-47,8821658
435;55006001;TRECHO 13 DE MAIO;44;CENTRO;CARUARU;PE;-8,2865281;-35,9730475
436;68456760;AVENIDA VERIDIANO CARDOSO;441;COHAB;TUCURUI;PA;-3,7709666;-49,6730825
437;78640972;RUA PRINCIPAL;SN;SERRA DOURADA;CANARANA;MT;-13,5564739;-52,2691123
438;05408001;RUA CARDEAL ARCOVERDE;1530;PINHEIROS;SAO PAULO;SP;-23,560385;-46,6863859
439;06075160;RUA PEDRO ARAUJO LIMA;102;CIPAVA;OSASCO;SP;-23,5486872;-46,7893946
440;35970000;AVENIDA GETULIO VARGAS;5;CENTRO;BARAO DE COCAIS;MG;-19,9358539;-43,4776899
441;19041160;RUA AUGUSTA;76;VILA LIDER;PRESIDENTE PRUDENTE;SP;-22,1375256;-51,3853442
442;13165000;RUA 7 DE SETEMBRO;348;CENTRO;ENGENHEIRO COELHO;SP;-22,4885068;-47,2161508
443;59520000;RUA MONTE DALVA;169;CENTRO;SANTANA DO MATOS;RN;-5,946453;-36,6580919
444;83880000;PASSO DO VALO SITIO DOS VALERIOS;SN;SITIO DOS VALERIOS;RIO NEGRO;PR;-26,086847;-49,7798281
445;63210000;RUA BI;30;QUIXABINHA;MAURITI;CE;-7,3829493;-38,7716665
446;05058000;RUA PONTA PORA;208;VILA IPOJUCA;SAO PAULO;SP;-23,5285579;-46,7068778
447;74413110;RUA FRANCISCO SERRANO;;JARDIM SAO PAULO;GOIANIA;GO;-16,6913126;-49,3068872
448;89211595;RUA ELEUTERIO MAIA;315;GUANABARA;JOINVILLE;SC;-26,3278846;-48,8282923
449;09571300;RUA SILVIA;1493;OLIMPICO;SAO CAETANO DO SUL;SP;-23,6369006;-46,5654934
450;02847085;RUA VIRAJUBA;67;BRASILANDIA;SAO PAULO;SP;-23,4679043;-46,6890707
451;14030549;RUA DOUTOR PARMENIO RAMOS;385;BONFIM PAULISTA;RIBEIRAO PRETO;SP;-21,2636196;-47,8142624
452;49090800;RUA H;2;CONJUNTO BUGIO;ARACAJU;SE;-11,0815703;-37,1432018
453;76940971;AVENIDA 25 DE AGOSTO;4643;CENTRO;ROLIM DE MOURA;RO;-11,7259996;-61,778412
454;95255000;SAO BERNARDO;;;CAMPESTRE DA SERRA;RS;-28,7857888;-51,0984856
455;98975000;LOCALIDADE;SN;LINHA PACA NORTE;CAMPINA DAS MISSOES;RS;-27,9899661;-54,8323421
456;02038070;RUA DOUTOR ARTUR GUIMARAES;182;SANTANA;SAO PAULO;SP;-23,4909462;-46,6250559
457;05861260;RUA COMENDADOR ANTUNES DOS SANTOS;619;CAPAO REDONDO;SAO PAULO;SP;-23,6698174;-46,7674382
458;14025680;RUA INACIO LUIZ PINTO;300;ALTO DA BOA VISTA;RIBEIRAO PRETO;SP;-21,2066158;-47,8122843
459;89228750;RUA ANTONIO AUGUSTO DO LIVRAMENTO;480;ESPINHEIROS;JOINVILLE;SC;-26,286046;-48,77469
460;79005600;RUA MIGUEL COUTO;49;VILA CARVALHO;CAMPO GRANDE;MS;-20,4699281;-54,6192507
461;89050040;RUA CHILE;172;PONTA AGUDA;BLUMENAU;SC;-26,9176895;-49,0623434
462;13408072;RUA CORCOVADO;131;JARDIM SONIA;PIRACICABA;SP;-22,676855;-47,6827452
463;07175000;AVENIDA ARMANDO BEI;445;VILA NOVA BONSUCESSO;GUARULHOS;SP;-23,4634523;-46,5334502
464;39770000;RUA LOCALIDADE DE PIAUS;SN;ZONA RURAL;COLUNA;MG;-18,2326645;-42,8376834
465;94480755;RUA 22 DE ABRIL;226;LOMBA DO PINHEIRO;VIAMAO;RS;-30,088358;-51,0237895
466;78158520;RUA HOLANDA;19;JARDIM IMPERIAL;VARZEA GRANDE;MT;-15,6477954;-56,1331863
467;04544100;RUA FERREIRA DE SOUSA;66;VILA NOVA CONCEICAO;SAO PAULO;SP;-23,579486;-46,527855
468;46430000;RUA SANTO ANTONIO;34;CENTRO;GUANAMBI;BA;-14,2282295;-42,7814039
469;03187040;RUA MOGI MIRIM;128;VILA BERTIOGA;SAO PAULO;SP;-23,5590481;-46,5782949
470;95780000;RUA FREDERICO OZANAN;89;SANTO ANTONIO;MONTENEGRO;RS;-29,678909;-51,4681447
471;94945010;RUA TAMOIO;410;VILA CACHOEIRINHA;CACHOEIRINHA;RS;-29,95144;-51,0931273
